"ACQDATE","ACQYEAR","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTAGENT","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","CLCODE","CNTYNAME","CNTYNUM","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","ESTDATE","ESTYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FDICREGION","FDICREGION_DESC","FI_EFFDATE","FI_UNINUM","FRM_CERT","FRM_CHARTAGENT","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_CLCODE","FRM_CNTYNAME","FRM_CNTYNUM","FRM_INSAGENT1","FRM_INSTNAME","FRM_ORGTYPE","FRM_ORGTYPE_NUM","FRM_PADDR","FRM_PADDR2","FRM_PCITY","FRM_PSTALP","FRM_PSTNUM","FRM_PZIP5","FRM_PZIPREST","FRM_REGAGENT","FRM_TRUST","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSAGENT2","INSTNAME","INSURED_COM_FLAG","INSURED_OTS_FLAG","LATITUDE","LONGITUDE","MADDR","MADDR2","MCITY","MSTALP","MSTATE","MZIP5","MZIPREST","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","OFF_CNTYNUM","OFF_NUM","ORGTYPE","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","PADDR","PADDR2","PCITY","PROCDATE","PROCYEAR","PSTALP","PZIP5","PZIPREST","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","SERVTYPE","SERVTYPE_DESC","STATE","STNUM","TRANSNUM","TRUST","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","ACQ_BRANCHES","ACQ_BRANCHES_HREF"
"2006-10-12T00:00:00","2006","0","Y","17766","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","FAYETTE","51","2006-08-25T00:00:00","2006","1993-10-30T00:00:00","1993","1925-01-01T00:00:00","1925","0","0","0","0","0","5","ATLANTA","","0","17766","STATE","NM","C","Commercial","21","FAYETTE","51","BIF","Smithfield State Bank of Smithfield, Pa.","COMMERCIAL BANK","10","69 MAIN STREET","","SMITHFIELD","PA","42","15478","0000","FDIC","","200609734_820_11720__","DIF","1","","Centra Bank - Smithfield","0","0","39.80429","-79.805997","P.O. BOX  278","","SMITHFIELD","PA","PENNSYLVANIA","15478","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","69 MAIN STREET","","SMITHFIELD","2006-10-03T00:00:00","2006","PA","15478","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200609734","","0","0","0","0","0","11720","0","0","",""
"2010-09-29T00:00:00","2010","0","Y","30394","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OTS","0","0","0","0","SB","0","S","Savings","33","NEW YORK","61","2006-09-29T00:00:00","2006","1993-08-19T00:00:00","1993","1948-01-01T00:00:00","1948","0","0","0","0","0","2","NEW YORK","","0","30394","OTS","SB","S","Savings","33","NEW YORK","61","DIF","Carver Federal Savings Bank","STOCK SAVINGS BANK","115","75 WEST 125TH STREET","","NEW YORK","NY","36","10027","0000","OTS","","200609876_820_43228__","DIF","0","","Carver Federal Savings Bank","0","0","40.807532","-73.944902","75 WEST 125TH STREET","","NEW YORK","NY","NEW YORK","10027","0000","0","0","0","0","STOCK SAVINGS BANK","115","FI","N","75 WEST 125TH STREET","","NEW YORK","2006-10-06T00:00:00","2006","NY","10027","0000","OTS","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200609876","","0","0","0","0","0","43228","0","0","",""
"2006-09-11T00:00:00","2006","0","Y","6548","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HAMILTON","61","2006-09-05T00:00:00","2006","2005-05-02T00:00:00","2005","1863-07-13T00:00:00","1863","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","6548","OCC","N","C","Commercial","3","HAMILTON","61","DIF","U.S. Bank National Association","COMMERCIAL BANK","10","425 WALNUT STREET","","CINCINNATI","OH","39","45202","0000","OCC","Full","200610498_820_4383__","DIF","0","","U.S. Bank National Association","0","0","39.100414","-84.511234","425 WALNUT STREET","","CINCINNATI","OH","OHIO","45202","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","425 WALNUT STREET","","CINCINNATI","2006-11-03T00:00:00","2006","OH","45202","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200610498","Full","0","0","0","0","0","4383","0","0","",""
"2006-09-11T00:00:00","2006","0","Y","6548","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HAMILTON","61","2006-09-05T00:00:00","2006","2005-05-02T00:00:00","2005","1863-07-13T00:00:00","1863","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","6548","OCC","N","C","Commercial","3","HAMILTON","61","DIF","U.S. Bank National Association","COMMERCIAL BANK","10","425 WALNUT STREET","","CINCINNATI","OH","39","45202","0000","OCC","Full","200610499_820_4383__","DIF","0","","U.S. Bank National Association","0","0","39.100414","-84.511234","425 WALNUT STREET","","CINCINNATI","OH","OHIO","45202","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","425 WALNUT STREET","","CINCINNATI","2006-11-03T00:00:00","2006","OH","45202","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200610499","Full","0","0","0","0","0","4383","0","0","",""
"2006-09-11T00:00:00","2006","0","Y","6548","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HAMILTON","61","2006-09-05T00:00:00","2006","2005-05-02T00:00:00","2005","1863-07-13T00:00:00","1863","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","6548","OCC","N","C","Commercial","3","HAMILTON","61","DIF","U.S. Bank National Association","COMMERCIAL BANK","10","425 WALNUT STREET","","CINCINNATI","OH","39","45202","0000","OCC","Full","200610500_820_4383__","DIF","0","","U.S. Bank National Association","0","0","39.100414","-84.511234","425 WALNUT STREET","","CINCINNATI","OH","OHIO","45202","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","425 WALNUT STREET","","CINCINNATI","2006-11-03T00:00:00","2006","OH","45202","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200610500","Full","0","0","0","0","0","4383","0","0","",""
"2006-09-11T00:00:00","2006","0","Y","6548","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HAMILTON","61","2006-09-05T00:00:00","2006","2005-05-02T00:00:00","2005","1863-07-13T00:00:00","1863","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","6548","OCC","N","C","Commercial","3","HAMILTON","61","DIF","U.S. Bank National Association","COMMERCIAL BANK","10","425 WALNUT STREET","","CINCINNATI","OH","39","45202","0000","OCC","Full","200610501_820_4383__","DIF","0","","U.S. Bank National Association","0","0","39.100414","-84.511234","425 WALNUT STREET","","CINCINNATI","OH","OHIO","45202","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","425 WALNUT STREET","","CINCINNATI","2006-11-03T00:00:00","2006","OH","45202","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200610501","Full","0","0","0","0","0","4383","0","0","",""
"2006-09-11T00:00:00","2006","0","Y","6548","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HAMILTON","61","2006-09-05T00:00:00","2006","2005-05-02T00:00:00","2005","1863-07-13T00:00:00","1863","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","6548","OCC","N","C","Commercial","3","HAMILTON","61","DIF","U.S. Bank National Association","COMMERCIAL BANK","10","425 WALNUT STREET","","CINCINNATI","OH","39","45202","0000","OCC","Full","200610502_820_4383__","DIF","0","","U.S. Bank National Association","0","0","39.100414","-84.511234","425 WALNUT STREET","","CINCINNATI","OH","OHIO","45202","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","425 WALNUT STREET","","CINCINNATI","2006-11-03T00:00:00","2006","OH","45202","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200610502","Full","0","0","0","0","0","4383","0","0","",""
"2008-09-04T00:00:00","2008","0","Y","26435","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","FORT BEND","157","2006-08-25T00:00:00","2006","1985-11-12T00:00:00","1985","1985-11-12T00:00:00","1985","0","0","0","0","0","13","DALLAS","","0","26435","OCC","N","C","Commercial","3","FORT BEND","157","DIF","First Community Bank Fort Bend, National Association","COMMERCIAL BANK","10","13135 DAIRY ASHFORD, SUITE 250","","SUGAR LAND","TX","48","77478","0000","OCC","","200610523_820_33071__","DIF","0","","First Community Bank Fort Bend, National Association","0","0","29.627969","-95.601572","3 SUGAR CREEK CENTER BOULEVARD, #200","","SUGAR LAND","TX","TEXAS","77478","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","13135 DAIRY ASHFORD, SUITE 250","","SUGAR LAND","2006-11-03T00:00:00","2006","TX","77478","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","TEXAS","48","200610523","","0","0","0","0","0","33071","0","0","",""
"2007-03-15T00:00:00","2007","0","Y","12690","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","JOHNSON","91","2006-11-06T00:00:00","2006","2006-03-31T00:00:00","2006","1916-05-01T00:00:00","1916","0","0","0","0","0","13","DALLAS","","0","12690","OCC","N","C","Commercial","3","JOHNSON","91","DIF","Bank of Kansas City, National Association","COMMERCIAL BANK","10","7500 COLLEGE BOULEVARD","","OVERLAND PARK","KS","20","66210","0000","OCC","","200619676_820_8049__","DIF","0","","Bank of Kansas City, National Association","0","0","38.927654","-94.673162","7500 COLLEGE BOULEVARD","","OVERLAND PARK","KS","KANSAS","66210","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","7500 COLLEGE BOULEVARD","","OVERLAND PARK","2006-11-13T00:00:00","2006","KS","66210","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","KANSAS","20","200619676","","0","0","0","0","0","8049","0","0","",""
"2007-06-07T00:00:00","2007","0","Y","57492","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","BERKS","11","2006-09-01T00:00:00","2006","2006-03-31T00:00:00","2006","2003-09-23T00:00:00","2003","0","0","0","0","0","2","NEW YORK","","0","57492","STATE","NM","C","Commercial","21","BERKS","11","DIF","Berkshire Bank","COMMERCIAL BANK","10","1101 WOODLAND ROAD","","WYOMISSING","PA","42","19610","0000","FDIC","","200619686_820_364280__","DIF","0","","Berkshire Bank","0","0","40.343494","-75.971157","P. O. BOX 6649","","WYOMISSING","PA","PENNSYLVANIA","19610","0649","0","0","0","0","COMMERCIAL BANK","10","FI","N","1101 WOODLAND ROAD","","WYOMISSING","2006-11-14T00:00:00","2006","PA","19610","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200619686","","0","0","0","0","0","364280","0","0","",""
"2009-03-30T00:00:00","2009","0","Y","58166","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","LANCASTER","71","2006-10-10T00:00:00","2006","2006-03-31T00:00:00","2006","2005-11-10T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","58166","STATE","NM","C","Commercial","21","LANCASTER","71","DIF","Graystone Bank","COMMERCIAL BANK","10","100 GRANITE RUN DRIVE","","LANCASTER","PA","42","17601","0000","FDIC","","200700040_820_441088__","DIF","0","","Graystone Bank","0","0","40.078682","-76.338278","100 GRANITE RUN DRIVE","","LANCASTER","PA","PENNSYLVANIA","17601","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","100 GRANITE RUN DRIVE","","LANCASTER","2007-01-05T00:00:00","2007","PA","17601","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200700040","","0","0","0","0","0","441088","0","0","",""
"2007-01-20T00:00:00","2007","0","N","34096","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","NC","0","N/A","N/A","50","HENNEPIN","53","2007-01-20T00:00:00","2007","2002-05-15T00:00:00","2002","1994-10-03T00:00:00","1994","0","0","0","0","0","11","KANSAS CITY","","0","34096","OCC","NC","N/A","N/A","50","HENNEPIN","53","NONE","Alerus Interim, National Association","TRUST COMPANY","310","10900 WAYZATA BOULEVARD","","MINNETONKA","MN","27","55305","0000","OCC","None","200701375_820_56236__","NONE","0","","Alerus Interim, National Association","0","0","44.973533","-93.416818","10900 WAYZATA BOULEVARD","","MINNETONKA","MN","MINNESOTA","55305","0000","0","0","0","0","TRUST COMPANY","310","FI","Y","10900 WAYZATA BOULEVARD","","MINNETONKA","2007-02-23T00:00:00","2007","MN","55305","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","MINNESOTA","27","200701375","None","0","0","0","0","0","56236","0","0","",""
"2007-02-15T00:00:00","2007","0","Y","27184","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","SUFFOLK","25","2007-02-15T00:00:00","2007","2006-03-31T00:00:00","2006","1988-02-29T00:00:00","1988","0","0","0","0","0","2","NEW YORK","","0","27184","STATE","NM","C","Commercial","21","SUFFOLK","25","DIF","Capital Crossing Bank","COMMERCIAL BANK","10","101 SUMMER STREET","","BOSTON","MA","25","02110","0000","FDIC","","200701559_820_39026__","DIF","0","","Capital Crossing Bank","0","0","42.353689","-71.058065","101 SUMMER STREET","","BOSTON","MA","MASSACHUSETTS","02110","0000","0","0","0","0","COMMERCIAL BANK","10","FI","Y","101 SUMMER STREET","","BOSTON","2007-03-01T00:00:00","2007","MA","02110","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","MASSACHUSETTS","25","200701559","","0","0","0","0","0","39026","0","0","",""
"2015-08-30T00:00:00","2015","0","Y","57732","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","COBB","67","2007-01-01T00:00:00","2007","2006-03-31T00:00:00","2006","2004-08-30T00:00:00","2004","0","0","0","0","0","5","ATLANTA","","0","57732","STATE","NM","C","Commercial","21","COBB","67","DIF","Highland Commercial Bank","COMMERCIAL BANK","10","3411 ERNEST BARRETT PARKWAY","","MARIETTA","GA","13","30064","0000","FDIC","","200701568_820_423207__","DIF","0","","Highland Commercial Bank","0","0","33.940701","-84.617338","3411 ERNEST BARRETT PARKWAY","","MARIETTA","GA","GEORGIA","30064","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","3411 ERNEST BARRETT PARKWAY","","MARIETTA","2007-03-01T00:00:00","2007","GA","30064","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200701568","","0","0","0","0","0","423207","0","0","",""
"2009-11-03T00:00:00","2009","0","Y","57256","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","JONES","169","2007-02-07T00:00:00","2007","2006-03-31T00:00:00","2006","2002-07-22T00:00:00","2002","0","0","0","0","0","5","ATLANTA","","0","57256","STATE","NM","C","Commercial","21","JONES","169","DIF","Piedmont Community Bank","COMMERCIAL BANK","10","110 HIGHWAY 18 CONNECTOR","","GRAY","GA","13","31032","0000","FDIC","","200701569_820_360191__","DIF","0","","Piedmont Community Bank","0","0","33.009537","-83.533885","P.O. BOX 1669","","GRAY","GA","GEORGIA","31032","","0","0","0","0","COMMERCIAL BANK","10","FI","N","110 HIGHWAY 18 CONNECTOR","","GRAY","2007-03-01T00:00:00","2007","GA","31032","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200701569","","0","0","0","0","0","360191","0","0","",""
"9999-12-31T00:00:00","9999","0","Y","58103","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","FULTON","121","2007-03-01T00:00:00","2007","2006-12-20T00:00:00","2006","2005-11-07T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","58103","STATE","NM","C","Commercial","21","FULTON","121","DIF","Signature Bank of Georgia","COMMERCIAL BANK","10","6065 ROSWELL ROAD, SUITE 110","","SANDY SPRINGS","GA","13","30328","0000","FDIC","","200702061_820_439724__","DIF","0","","Signature Bank of Georgia","0","0","33.92032","-84.378941","6065 ROSWELL ROAD, SUITE 600","","SANDY SPRINGS","GA","GEORGIA","30328","","0","0","0","0","COMMERCIAL BANK","10","FI","Y","6065 ROSWELL ROAD, SUITE 110","","SANDY SPRINGS","2007-03-21T00:00:00","2007","GA","30328","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200702061","","0","0","0","0","0","439724","0","0","",""
"2007-05-12T00:00:00","2007","0","Y","29882","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","SI","0","S","Savings","41","DELAWARE","45","2007-01-30T00:00:00","2007","2007-01-03T00:00:00","2007","1924-01-01T00:00:00","1924","0","0","0","0","0","2","NEW YORK","","0","29882","STATE","SI","S","Savings","41","DELAWARE","45","DIF","Greater Delaware Valley Savings Bank","STOCK SAVINGS BANK","115","541 LAWRENCE ROAD","","BROOMALL","PA","42","19008","0000","FDIC","","200702095_820_42716__","DIF","0","","Greater Delaware Valley Savings Bank","0","0","39.963176","-75.355621","541 LAWRENCE ROAD","","BROOMALL","PA","PENNSYLVANIA","19008","0000","0","0","0","0","STOCK SAVINGS BANK","115","FI","N","541 LAWRENCE ROAD","","BROOMALL","2007-03-22T00:00:00","2007","PA","19008","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200702095","","0","0","0","0","0","42716","0","0","",""
"2009-02-03T00:00:00","2009","0","Y","33143","830","OPEN BANK ASSISTANCE","Maintained operations with government open bank assistance.","OTS","0","0","0","0","SB","0","S","Savings","33","ALEXANDRIA CITY","510","2009-01-16T00:00:00","2009","2006-03-31T00:00:00","2006","1990-08-30T00:00:00","1990","0","0","0","0","0","13","DALLAS","","0","33143","OTS","SB","S","Savings","33","ALEXANDRIA CITY","510","DIF","Countrywide Bank, FSB","STOCK SAVINGS BANK","115","1199 NORTH FAIRFAX STREET, SUITE 500","","ALEXANDRIA","VA","51","22314","1437","OTS","","200702181_830_46378__","DIF","0","","Countrywide Bank, FSB","0","0","38.816993","-77.03984","225 WEST HILLCREST DRIVE","","THOUSAND OAKS","CA","CALIFORNIA","91360","","0","0","0","0","STOCK SAVINGS BANK","115","FI","N","1199 NORTH FAIRFAX STREET, SUITE 500","","ALEXANDRIA","2009-11-24T00:00:00","2009","VA","22314","1437","OTS","0","0","830","11","FULL SERVICE - BRICK AND MORTAR","VIRGINIA","51","200702181","","0","0","0","0","0","46378","0","0","0","/api/history?filters=TRANSNUM:200702181 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc"
"2007-09-30T00:00:00","2007","0","Y","35329","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OTS","0","0","0","0","SB","0","S","Savings","34","ONONDAGA","67","2006-12-29T00:00:00","2006","2006-12-21T00:00:00","2006","1953-01-30T00:00:00","1953","0","0","0","0","0","2","NEW YORK","","0","35329","OTS","SB","S","Savings","34","ONONDAGA","67","DIF","Beacon Federal","MUTUAL SAVINGS BANK","110","6311 COURT STREET","","EAST SYRACUSE","NY","36","13057","1210","OTS","","200702440_820_78235__","DIF","0","","Beacon Federal","0","0","43.090366","-76.083144","P. O. BOX 186","","EAST SYRACUSE","NY","NEW YORK","13057","0000","0","0","0","0","MUTUAL SAVINGS BANK","110","FI","N","6311 COURT STREET","","EAST SYRACUSE","2007-03-28T00:00:00","2007","NY","13057","1210","OTS","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200702440","","0","0","0","0","0","78235","0","0","",""
"2008-08-07T00:00:00","2008","0","Y","7768","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","LANCASTER","71","2007-05-25T00:00:00","2007","2006-03-31T00:00:00","2006","1863-05-16T00:00:00","1863","0","0","0","0","0","2","NEW YORK","","0","7768","OCC","N","C","Commercial","3","LANCASTER","71","DIF","BLC Bank N. A.","COMMERCIAL BANK","10","CENTER SQUARE","","STRASBURG","PA","42","17579","0000","OCC","Full","200704252_820_5013__","DIF","0","","BLC Bank N. A.","0","0","0","0","101 N. POINTE BLVD","","LANCASTER","PA","PENNSYLVANIA","17601","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","CENTER SQUARE","","STRASBURG","2007-06-06T00:00:00","2007","PA","17579","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200704252","Full","0","0","0","0","0","5013","0","0","",""
"2008-12-31T00:00:00","2008","0","Y","7513","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","DAUPHIN","43","2007-06-30T00:00:00","2007","2006-03-31T00:00:00","2006","1900-12-20T00:00:00","1900","0","0","0","0","0","2","NEW YORK","","0","7513","OCC","N","C","Commercial","3","DAUPHIN","43","DIF","Halifax National Bank","COMMERCIAL BANK","10","THIRD AND MARKET STREETS","","HALIFAX","PA","42","17032","0000","OCC","","200706716_820_4875__","DIF","0","","Halifax National Bank","0","0","40.46784","-76.931357","THIRD AND MARKET STREETS","","HALIFAX","PA","PENNSYLVANIA","17032","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","THIRD AND MARKET STREETS","","HALIFAX","2007-07-17T00:00:00","2007","PA","17032","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200706716","","0","0","0","0","0","4875","0","0","",""
"2007-12-27T00:00:00","2007","0","Y","57794","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","GWINNETT","135","2007-04-30T00:00:00","2007","2006-12-06T00:00:00","2006","2004-12-20T00:00:00","2004","0","0","0","0","0","5","ATLANTA","","0","57794","STATE","NM","C","Commercial","21","GWINNETT","135","DIF","American United Bank","COMMERCIAL BANK","10","1888 OLD NORCROSS ROAD","","LAWRENCEVILLE","GA","13","30044","0000","FDIC","","200706719_820_425132__","DIF","0","","American United Bank","0","0","33.952379","-84.057705","1888 OLD NORCROSS ROAD","","LAWRENCEVILLE","GA","GEORGIA","30044","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","1888 OLD NORCROSS ROAD","","LAWRENCEVILLE","2007-07-17T00:00:00","2007","GA","30044","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200706719","","0","0","0","0","0","425132","0","0","",""
"2006-10-30T00:00:00","2006","0","Y","33503","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","HUNTERDON","19","2006-10-16T00:00:00","2006","2006-03-31T00:00:00","2006","1991-09-13T00:00:00","1991","0","0","0","0","0","2","NEW YORK","","0","33503","STATE","NM","C","Commercial","21","HUNTERDON","19","DIF","Unity Bank","COMMERCIAL BANK","10","64 OLD HIGHWAY 22","","CLINTON","NJ","34","08809","0000","FDIC","","200710866_820_47251__","DIF","0","","Unity Bank","0","0","40.637716","-74.901298","64 OLD HIGHWAY 22","","CLINTON","NJ","NEW JERSEY","08809","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","64 OLD HIGHWAY 22","","CLINTON","2007-09-05T00:00:00","2007","NJ","08809","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","NEW JERSEY","34","200710866","","0","0","0","0","0","47251","0","0","",""
"2014-12-21T00:00:00","2014","0","Y","2718","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","JOHNSON","115","2007-07-27T00:00:00","2007","2006-06-17T00:00:00","2006","1910-01-01T00:00:00","1910","0","0","0","0","0","9","CHICAGO","","0","2718","OCC","N","C","Commercial","3","JOHNSON","115","DIF","Citizens National Bank of Paintsville","COMMERCIAL BANK","10","620 BROADWAY AVENUE","","PAINTSVILLE","KY","21","41240","0000","OCC","Full","200712471_820_1760__","DIF","0","","Citizens National Bank of Paintsville","0","0","37.810843","-82.801808","620 BROADWAY AVE.","","PAINTSVILLE","KY","KENTUCKY","41240","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","620 BROADWAY AVENUE","","PAINTSVILLE","2007-09-25T00:00:00","2007","KY","41240","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","KENTUCKY","21","200712471","Full","0","0","0","0","0","1760","0","0","",""
"2007-07-13T00:00:00","2007","0","Y","22893","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","BRISTOL","5","2007-07-13T00:00:00","2007","2006-03-31T00:00:00","2006","1979-03-14T00:00:00","1979","0","0","0","0","0","2","NEW YORK","","0","22893","STATE","NM","C","Commercial","21","BRISTOL","5","DIF","Luzo Community Bank","COMMERCIAL BANK","10","160 COUNTY STREET","","NEW BEDFORD","MA","25","02740","0000","FDIC","","200712980_820_16002__","DIF","0","","Luzo Community Bank","0","0","41.620913","-70.923855","P.O. BOX 41149","","NEW BEDFORD","MA","MASSACHUSETTS","02744","0000","0","0","0","0","COMMERCIAL BANK","10","FI","Y","160 COUNTY STREET","","NEW BEDFORD","2007-10-01T00:00:00","2007","MA","02740","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","MASSACHUSETTS","25","200712980","","0","0","0","0","0","16002","0","0","",""
