"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1","/api/history?filters=TRANSNUM:201212808 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23627","STATE","0","NM","C","Commercial","21","JEFFERSON","111","9","CHICAGO","DIF","","Republic Bank & Trust Company","38.255654","-85.760116","10","2012-01-27T00:00:00","601 WEST MARKET STREET","LOUISVILLE","KY","21","40202","0000","FDIC","Full","16541","0","Y","35246","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Republic Bank & Trust Company, (,[object Object],) in ,Louisville,, ,KY,. ,A link to FDIC closing information for ,First Commercial Bank, (,35246,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2012-09-07T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MN","0","FDIC","201212808_211_76803_16541_76803","DIF","0","0","0","0","0","10","FI","N","35246","STATE","0","NM","C","Commercial","21","HENNEPIN","53","11","KANSAS CITY","DIF","","First Commercial Bank","44.854765","-93.356098","10","8500 NORMANDALE LAKE BOULEVARD, SUITE 110","BLOOMINGTON","MN","27","55437","0000","FDIC","","76803","2012-09-10T00:00:00","2012","KY","FDIC","0","1","211","21","23627","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","JEFFERSON","111","9","CHICAGO","DIF","","Republic Bank & Trust Company","38.255654","-85.760116","601 WEST MARKET STREET","LOUISVILLE","KY","KENTUCKY","40202","10","601 WEST MARKET STREET","LOUISVILLE","KY","21","40202","0000","FDIC","Full","201212808","0","0","0","0","0","76803","0","0"
"4","/api/history?filters=TRANSNUM:201213366 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","10","2010-10-15T00:00:00","501 MAIN STREET","PINE BLUFF","AR","5","71611","0000","OCC","Full","2536","0","Y","27316","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Simmons First National Bank, (,[object Object],) in ,Pine Bluff,, ,AR,. ,A link to FDIC closing information for ,Truman Bank, (,27316,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2012-09-14T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","MO","29","FED","201213366_211_39560_2536_39560","DIF","0","0","0","0","0","10","FI","N","27316","STATE","0","SM","C","Commercial","13","SAINT LOUIS (CITY)","510","11","KANSAS CITY","DIF","","Truman Bank","38.638317","-90.347422","10","8151 CLAYTON ROAD","ST. LOUIS","MO","29","63117","1911","FED","","39560","2012-09-17T00:00:00","2012","AR","OCC","1","1","211","5","3890","811","FDIC ASSISTED MERGER","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 Main Street","Pine Bluff","AR","ARKANSAS","71601","10","501 MAIN STREET","PINE BLUFF","AR","5","71611","0000","OCC","Full","201213366","0","0","0","0","0","39560","0","0"
"5","/api/history?filters=TRANSNUM:201213952 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58314","OCC","24646","N","C","Commercial","3","WILL","197","9","CHICAGO","DIF","","Old Plank Trail Community Bank, National Association","41.506129","-87.964381","10","2012-04-13T00:00:00","280 VETERANS PARKWAY","NEW LENOX","IL","17","60451","0000","OCC","","445996","0","Y","20685","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Old Plank Trail Community Bank, National Association, (,[object Object],) in ,New Lenox,, ,IL,. ,A link to FDIC closing information for ,First United Bank, (,20685,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2012-09-28T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IL","0","FDIC","201213952_211_14281_445996_14281","DIF","0","0","0","0","0","10","FI","N","20685","STATE","0","NM","C","Commercial","21","WILL","197","9","CHICAGO","DIF","","First United Bank","41.444883","-87.662633","10","700 EXCHANGE STREET","CRETE","IL","17","60417","0000","FDIC","None","14281","2012-10-01T00:00:00","2012","IL","OCC","1","0","211","17","58314","811","FDIC ASSISTED MERGER","OCC","24646","N","C","Commercial","3","WILL","197","9","CHICAGO","DIF","","Old Plank Trail Community Bank, National Association","41.506129","-87.964381","280 VETERANS PARKWAY","NEW LENOX","IL","ILLINOIS","60451","10","280 VETERANS PARKWAY","NEW LENOX","IL","17","60451","0000","OCC","","201213952","0","0","0","0","0","14281","0","0"
"4","/api/history?filters=TRANSNUM:201214425 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3890","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224847","-92.003327","10","2006-03-31T00:00:00","501 MAIN STREET","PINE BLUFF","AR","5","71611","0000","OCC","Full","2536","0","Y","19189","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Simmons First National Bank, (,[object Object],) in ,Pine Bluff,, ,AR,. ,A link to FDIC closing information for ,Excel Bank, (,19189,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2012-10-19T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MO","0","FDIC","201214425_211_13009_2536_13009","DIF","0","0","0","0","0","10","FI","N","19189","STATE","0","NM","C","Commercial","21","PETTIS","159","11","KANSAS CITY","DIF","","Excel Bank","38.707966","-93.264986","10","818 THOMPSON BOULEVARD","SEDALIA","MO","29","65301","0000","FDIC","","13009","2012-10-22T00:00:00","2012","AR","OCC","1","1","211","5","3890","811","FDIC ASSISTED MERGER","OCC","6680","N","C","Commercial","3","JEFFERSON","69","13","DALLAS","DIF","","Simmons First National Bank","34.224821","-92.003349","501 Main Street","Pine Bluff","AR","ARKANSAS","71601","10","501 MAIN STREET","PINE BLUFF","AR","5","71611","0000","OCC","Full","201214425","0","0","0","0","0","13009","0","0"
"4","/api/history?filters=TRANSNUM:201214426 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58463","STATE","0","SM","C","Commercial","13","SEVIER","155","13","DALLAS","DIF","","SmartBank","35.812075","-83.577574","10","2012-01-01T00:00:00","2430 TEASTER LANE, SUITE 205","PIGEON FORGE","TN","47","37863","0000","FED","","452366","0","Y","58073","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,SmartBank, (,[object Object],) in ,Pigeon Forge,, ,TN,. ,A link to FDIC closing information for ,GulfSouth Private Bank, (,58073,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2012-10-19T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","FL","0","FDIC","201214426_211_438887_452366_438887","DIF","0","0","0","0","0","10","FI","N","58073","STATE","0","NM","C","Commercial","21","OKALOOSA","91","5","ATLANTA","DIF","","GulfSouth Private Bank","30.38879","-86.433397","10","4405 COMMONS DRIVE EAST","DESTIN","FL","12","32541","0000","FDIC","","438887","2012-10-22T00:00:00","2012","TN","FED","1","1","211","47","58463","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","SEVIER","155","13","DALLAS","DIF","","SmartBank","35.812075","-83.577574","P.O. Box 1910","Pigeon Forge","TN","TENNESSEE","37868","10","2430 TEASTER LANE, SUITE 205","PIGEON FORGE","TN","47","37863","0000","FED","","201214426","0","0","0","0","0","438887","0","0"
"1","/api/history?filters=TRANSNUM:201214428 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","10988","OCC","15576","N","C","Commercial","3","STEARNS","145","11","KANSAS CITY","DIF","","Stearns Bank National Association","45.566659","-94.071602","10","2007-12-28T00:00:00","4191 SECOND STREET SOUTH","SAINT CLOUD","MN","27","56303","0000","OCC","Full","7040","0","Y","28144","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Stearns Bank National Association, (,[object Object],) in ,Saint Cloud,, ,MN,. ,A link to FDIC closing information for ,First East Side Savings Bank, (,28144,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2012-10-19T00:00:00","2012","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","115","FL","12","OCC","201214428_211_40978_7040_40978","DIF","0","0","0","0","0","10","FI","Y","28144","OCC","717932","SB","S","Savings","33","BROWARD","11","5","ATLANTA","DIF","","First East Side Savings Bank","26.193895","-80.276037","115","9399 WEST COMMERCIAL BOULEVARD","TAMARAC","FL","12","33351","0000","OCC","","40978","2012-10-22T00:00:00","2012","MN","OCC","0","1","211","27","10988","811","FDIC ASSISTED MERGER","OCC","15576","N","C","Commercial","3","STEARNS","145","11","KANSAS CITY","DIF","","Stearns Bank National Association","45.549877","-94.21131","4191 SECOND STREET SOUTH","ST. CLOUD","MN","MINNESOTA","56303","10","4191 SECOND STREET SOUTH","SAINT CLOUD","MN","27","56303","0000","OCC","Full","201214428","0","0","0","0","0","40978","0","0"
"20","/api/history?filters=TRANSNUM:201214730 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","20369","STATE","0","NM","C","Commercial","21","MCLEAN","113","9","CHICAGO","DIF","","Heartland Bank and Trust Company","40.481545","-88.943062","10","2012-08-24T00:00:00","401 NORTH HERSHEY ROAD","BLOOMINGTON","IL","17","61702","0067","FDIC","Full","14032","0","Y","3731","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Heartland Bank and Trust Company, (,[object Object],) in ,Bloomington,, ,IL,. ,A link to FDIC closing information for ,Citizens First National Bank, (,3731,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2012-11-02T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","IL","17","OCC","201214730_211_2396_14032_2396","DIF","0","0","0","0","0","10","FI","N","3731","OCC","2413","N","C","Commercial","3","BUREAU","11","9","CHICAGO","DIF","","Citizens First National Bank","41.370275","-89.465113","10","606 SOUTH MAIN STREET","PRINCETON","IL","17","61356","0000","OCC","None","2396","2012-11-05T00:00:00","2012","IL","FDIC","1","0","211","17","20369","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","MCLEAN","113","9","CHICAGO","DIF","","Heartland Bank and Trust Company","40.481545","-88.943062","P. O. BOX 67","BLOOMINGTON","IL","ILLINOIS","61702","10","401 NORTH HERSHEY ROAD","BLOOMINGTON","IL","17","61702","0067","FDIC","Full","201214730","0","0","0","0","0","2396","0","0"
"3","/api/history?filters=TRANSNUM:201214746 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11241","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","10","2012-02-16T00:00:00","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","7173","0","Y","35009","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Centennial Bank, (,[object Object],) in ,Conway,, ,AR,. ,A link to FDIC closing information for ,Heritage Bank of Florida, (,35009,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2012-11-02T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","FL","12","FDIC","201214746_211_73832_7173_73832","DIF","0","0","0","0","0","10","FI","N","35009","STATE","0","NM","C","Commercial","21","PASCO","101","5","ATLANTA","DIF","","Heritage Bank of Florida","28.185761","-82.43513","10","23000 STATE ROAD 54","LUTZ","FL","12","33549","0000","FDIC","","73832","2012-11-05T00:00:00","2012","AR","FED","1","1","211","5","11241","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","P.O. BOX 966","CONWAY","AR","ARKANSAS","72032","10","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","201214746","0","0","0","0","0","73832","0","0"
"1","/api/history?filters=TRANSNUM:201214804 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","42943","NCUA","0","CU","N/A","N/A","92","TRAVIS","453","13","DALLAS","NCUA","","GREATER TEXAS FEDERAL CREDIT UNION","30.332163","-97.722415","140","1986-02-01T00:00:00","6411 NORTH LAMAR BLVD.","AUSTIN","TX","48","78752","","NCUA","","107338","0","N","51373","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,GREATER TEXAS FEDERAL CREDIT UNION, (,[object Object],) in ,Austin,, ,TX,.","0","0","0","0","CU","0","N/A","N/A","1992-03-01T00:00:00","1992","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","TX","0","NCUA","201214804_211_115768_107338_115768","NCUA","0","0","0","0","0","140","FI","N","51373","NCUA","0","CU","N/A","N/A","92","BRAZOS","41","13","DALLAS","NCUA","","TEXAS AGGIE FEDERAL CREDIT UNION","30.619433","-96.320836","140","301 DOMINIK DRIVE","COLLEGE STATION","TX","48","77842","","NCUA","","115768","2012-11-07T00:00:00","2012","TX","NCUA","0","0","211","48","42943","811","FDIC ASSISTED MERGER","NCUA","0","CU","N/A","N/A","92","TRAVIS","453","13","DALLAS","NCUA","","GREATER TEXAS FEDERAL CREDIT UNION","30.332163","-97.722415","6411 NORTH LAMAR BLVD.","AUSTIN","TX","TEXAS","78752","140","6411 NORTH LAMAR BLVD.","AUSTIN","TX","48","78752","","NCUA","","201214804","0","0","0","0","0","115768","0","0"
"2","/api/history?filters=TRANSNUM:201215019 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59028","OCC","24975","N","C","Commercial","3","PICKENS","77","5","ATLANTA","DIF","","CertusBank, National Association","34.820818","-82.59071","10","2012-07-26T00:00:00","6650 CALHOUN MEMORIAL HIGHWAY","EASLEY","SC","45","29640","0000","OCC","","500506","0","Y","57928","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,CertusBank, National Association, (,[object Object],) in ,Easley,, ,SC,. ,A link to FDIC closing information for ,Hometown Community Bank, (,57928,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2012-11-16T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","GA","13","FDIC","201215019_211_431711_500506_431711","DIF","0","0","0","0","0","10","FI","N","57928","STATE","0","NM","C","Commercial","21","JACKSON","157","5","ATLANTA","DIF","","Hometown Community Bank","34.130234","-83.766114","10","6700 HWY 53","BRASELTON","GA","13","30517","0000","FDIC","","431711","2012-11-19T00:00:00","2012","SC","OCC","1","1","211","45","59028","811","FDIC ASSISTED MERGER","OCC","24975","N","C","Commercial","3","PICKENS","77","5","ATLANTA","DIF","","CertusBank, National Association","34.820818","-82.59071","6602 CALHOUN MEMORIAL HIGHWAY","EASLEY","SC","SOUTH CAROLINA","29640","10","6650 CALHOUN MEMORIAL HIGHWAY","EASLEY","SC","45","29640","0000","OCC","","201215019","0","0","0","0","0","431711","0","0"
"2","/api/history?filters=TRANSNUM:201215482 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","8892","STATE","0","NM","C","Commercial","21","FRANKLIN","71","11","KANSAS CITY","DIF","","Bank of Sullivan","38.208276","-91.162083","10","2012-07-31T00:00:00","318 WEST MAIN STREET","SULLIVAN","MO","29","63080","0000","FDIC","None","5682","0","Y","27331","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Bank of Sullivan, (,[object Object],) in ,Sullivan,, ,MO,. ,A link to FDIC closing information for ,Community Bank of the Ozarks, (,27331,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2012-12-14T00:00:00","2012","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MO","0","FDIC","201215482_211_39590_5682_39590","DIF","0","0","0","0","0","10","FI","N","27331","STATE","0","NM","C","Commercial","21","CAMDEN","29","11","KANSAS CITY","DIF","","Community Bank of the Ozarks","38.153961","-92.748427","10","HIGHWAY 5 AND LAKE ROAD F","SUNRISE BEACH","MO","29","65079","0000","FDIC","","39590","2012-12-17T00:00:00","2012","MO","FDIC","0","0","211","29","8892","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","FRANKLIN","71","11","KANSAS CITY","DIF","","Bank of Sullivan","38.208276","-91.162083","P. O. BOX 489","SULLIVAN","MO","MISSOURI","63080","10","318 WEST MAIN STREET","SULLIVAN","MO","29","63080","0000","FDIC","None","201215482","0","0","0","0","0","39590","0","0"
"1","/api/history?filters=TRANSNUM:201215510 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","45596","NCUA","0","CU","N/A","N/A","92","OKLAHOMA","109","13","DALLAS","NCUA","","E.S.E.O. FEDERAL CREDIT UNION","0","0","140","1985-10-21T00:00:00","308 WILL ROGERS MEMORIAL OFFICE BLDG.","OKLAHOMA CITY","OK","40","73105","","NCUA","","109991","0","N","49033","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,E.S.E.O. FEDERAL CREDIT UNION, (,[object Object],) in ,Oklahoma City,, ,OK,.","0","0","0","0","CU","0","N/A","N/A","1988-11-24T00:00:00","1988","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","OK","0","NCUA","201215510_211_113428_109991_113428","NCUA","0","0","0","0","0","140","FI","N","49033","NCUA","0","CU","N/A","N/A","92","OKLAHOMA","109","13","DALLAS","NCUA","","MEDICAL EMPLOYEES FEDERAL CREDIT UNION","35.48232152249682","-97.49963554670836","140","750 NORTHEAST 13TH STREET, SUITE 202","OKLAHOMA CITY","OK","40","73104","","NCUA","","113428","2012-12-17T00:00:00","2012","OK","NCUA","0","0","211","40","45596","811","FDIC ASSISTED MERGER","NCUA","0","CU","N/A","N/A","92","OKLAHOMA","109","13","DALLAS","NCUA","","E.S.E.O. FEDERAL CREDIT UNION","0","0","636 NORTHEAST 41ST STREET","OKLAHOMA CITY","OK","OKLAHOMA","73105","140","308 WILL ROGERS MEMORIAL OFFICE BLDG.","OKLAHOMA CITY","OK","40","73105","","NCUA","","201215510","0","0","0","0","0","113428","0","0"
"1","/api/history?filters=TRANSNUM:201300060 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","46951","NCUA","0","CU","N/A","N/A","92","OKLAHOMA","109","13","DALLAS","NCUA","","COMMUNICATION FEDERAL CREDIT UNION","35.474114","-97.521196","140","1985-04-30T00:00:00","700 NORTH WALKER","OKLAHOMA CITY","OK","40","73102","","NCUA","","111346","0","N","37547","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,COMMUNICATION FEDERAL CREDIT UNION, (,[object Object],) in ,Oklahoma City,, ,OK,.","0","0","0","0","CU","0","N/A","N/A","1987-12-28T00:00:00","1987","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","OK","40","NCUA","201300060_211_101942_111346_101942","NCUA","0","0","0","0","0","140","FI","N","37547","NCUA","0","CU","N/A","N/A","92","TULSA","143","13","DALLAS","NCUA","","Metro 584 Federal Credit Union","36.151907","-95.96057","140","2235 EAST 6TH STREET","TULSA","OK","40","74104","","NCUA","","101942","2013-01-04T00:00:00","2013","OK","NCUA","0","0","211","40","46951","811","FDIC ASSISTED MERGER","NCUA","0","CU","N/A","N/A","92","OKLAHOMA","109","13","DALLAS","NCUA","","COMMUNICATION FEDERAL CREDIT UNION","35.474114","-97.521196","4141 Nw Expressway Hwy, Suite 200","Oklahoma City","OK","OKLAHOMA","73116","140","700 NORTH WALKER","OKLAHOMA CITY","OK","40","73102","","NCUA","","201300060","0","0","0","0","0","101942","0","0"
"2","/api/history?filters=TRANSNUM:201300235 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","20164","STATE","0","NM","C","Commercial","21","ORANGE","59","14","SAN FRANCISCO","DIF","","Sunwest Bank","33.684772619094225","-117.8513298774309","10","2012-12-21T00:00:00","2050 MAIN STREET","IRVINE","CA","6","92614","0000","FDIC","","13857","0","Y","33997","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Sunwest Bank, (,[object Object],) in ,Irvine,, ,CA,. ,A link to FDIC closing information for ,Westside Community Bank, (,33997,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2013-01-11T00:00:00","2013","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","WA","0","FDIC","201300235_211_55575_13857_55575","DIF","0","0","0","0","0","10","FI","N","33997","STATE","0","NM","C","Commercial","21","PIERCE","53","14","SAN FRANCISCO","DIF","","Westside Community Bank","47.212562","-122.536604","10","4922 BRIDGEPORT WAY WEST","UNIVERSITY PLACE","WA","53","98467","0000","FDIC","","55575","2013-01-14T00:00:00","2013","CA","FDIC","0","1","211","6","20164","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ORANGE","59","14","SAN FRANCISCO","DIF","","Sunwest Bank","33.684772619094225","-117.8513298774309","P.O. BOX  1028","TUSTIN","CA","CALIFORNIA","92780","10","2050 MAIN STREET","IRVINE","CA","6","92614","0000","FDIC","","201300235","0","0","0","0","0","55575","0","0"
"1","/api/history?filters=TRANSNUM:201300354 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","5151","STATE","0","NM","C","Commercial","21","HENNEPIN","53","11","KANSAS CITY","DIF","","First Minnesota Bank","44.920337","-93.503075","10","2012-02-29T00:00:00","4625 COUNTY HIGHWAY 101","MINNETONKA","MN","27","55343","0000","FDIC","","3451","0","Y","57157","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,First Minnesota Bank, (,[object Object],) in ,Minnetonka,, ,MN,. ,A link to FDIC closing information for ,1st Regents Bank, (,57157,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2013-01-18T00:00:00","2013","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MN","27","FDIC","201300354_211_358656_3451_358656","DIF","0","0","0","0","0","10","FI","N","57157","STATE","0","NM","C","Commercial","21","ANOKA","3","11","KANSAS CITY","DIF","","1st Regents Bank","45.219425","-93.310443","10","1777 BUNKER LAKE BOULEVARD NW","ANDOVER","MN","27","55304","0000","FDIC","","358656","2013-01-22T00:00:00","2013","MN","FDIC","0","0","211","27","5151","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","HENNEPIN","53","11","KANSAS CITY","DIF","","First Minnesota Bank","44.920337","-93.503075","4625 COUNTY HIGHWAY 101","MINNETONKA","MN","MINNESOTA","55345","10","4625 COUNTY HIGHWAY 101","MINNETONKA","MN","27","55343","0000","FDIC","","201300354","0","0","0","0","0","358656","0","0"
